Timestamp,Packet #,Distance,RSSI,Smoothed RSSI,Loss Rate,Throughput,Temp BME280,Temp DS18B20,Pressure,Altitude,Velocity X,Velocity Y,Velocity Z,Accel X,Accel Y,Accel Z
2026-03-20 16:44:28.223,63.0,0.0153,-19.0,-19.7006,0.0,0.384,26.71,26.625,800.0168,1229.6219,3.2272,0.8277,-649.9924,0.0691,0.0183,-9.8981
2026-03-20 16:44:29.217,64.0,0.0147,-18.0,-19.3605,0.0,0.384,26.72,26.625,800.0352,1229.4502,3.2963,0.8378,-660.1975,0.0176,0.0674,-10.0184
2026-03-20 16:44:30.343,65.0,0.0146,-19.0,-19.2884,0.0,0.384,26.71,26.625,800.0153,1229.6367,3.3988,0.8541,-670.3254,0.0589,0.0309,-9.8412
2026-03-20 16:44:31.273,66.0,0.0139,-17.0,-18.8307,0.0,0.384,26.71,26.6875,800.0055,1229.7285,3.4475,0.8514,-680.4861,0.0284,-0.0512,-9.8095
2026-03-20 16:44:32.429,67.0,0.0136,-18.0,-18.6646,0.0,0.384,26.71,26.6875,800.0055,1229.7285,3.5256,0.8692,-690.6364,0.0715,-0.0248,-9.8442
2026-03-20 16:44:33.608,68.0,0.0137,-19.0,-18.7317,0.0,0.384,26.7,26.625,800.0095,1229.6906,3.5912,0.884,-700.7803,0.0374,0.0632,-9.8119
2026-03-20 16:44:34.456,69.0,0.0138,-19.0,-18.7853,0.0,0.384,26.71,26.6875,800.0374,1229.4298,3.6513,0.9018,-710.9323,0.0613,-0.0242,-9.8448
2026-03-20 16:44:35.632,70.0,0.0135,-18.0,-18.6283,0.0,0.384,26.7,26.625,800.0518,1229.2938,3.7346,0.8845,-721.0823,0.0847,-0.041,-9.855
2026-03-20 16:44:36.494,71.0,0.0136,-19.0,-18.7026,0.0,0.384,26.71,26.625,800.0429,1229.3777,3.8227,0.8954,-731.2606,0.0894,0.0165,-9.7191
2026-03-20 16:44:37.682,72.0,0.0137,-19.0,-18.7621,0.0,0.384,26.71,26.6875,800.0225,1229.5687,3.9123,0.8981,-741.4285,0.0643,0.0626,-9.8688
2026-03-20 16:44:38.536,73.0,0.0138,-19.0,-18.8097,0.0,0.384,26.7,26.5625,800.0266,1229.5302,4.0004,0.9128,-751.5692,0.0769,0.0608,-9.8125
2026-03-20 16:44:39.718,74.0,0.0139,-19.0,-18.8477,0.0,0.384,26.7,26.625,800.0314,1229.4854,4.0703,0.9151,-761.7393,0.0811,0.0027,-9.8825
2026-03-20 16:44:40.692,75.0,0.0139,-19.0,-18.8782,0.0,0.384,26.7,26.625,800.0435,1229.3726,4.1426,0.9201,-771.9276,0.0613,0.0788,-9.8879
2026-03-20 16:44:41.634,76.0,0.014,-19.0,-18.9026,0.0,0.384,26.71,26.625,800.0429,1229.3777,4.2228,0.9292,-782.0795,0.0547,-0.0673,-9.8801
2026-03-20 16:44:42.658,77.0,0.014,-19.0,-18.922,0.0,0.384,26.7,26.625,800.0179,1229.6117,4.2962,0.942,-792.2537,0.111,0.0686,-9.8634
2026-03-20 16:44:43.879,78.0,0.014,-19.0,-18.9376,0.0,0.384,26.71,26.625,800.0578,1229.2377,4.3644,0.9508,-802.4271,0.0445,0.0434,-9.7807
2026-03-20 16:44:44.866,79.0,0.0134,-17.0,-18.5501,0.0,0.384,26.71,26.625,800.0392,1229.4117,4.4495,0.954,-812.5795,0.0817,-0.0069,-9.749
2026-03-20 16:44:45.734,80.0,0.0136,-19.0,-18.6401,0.0,0.384,26.71,26.6875,800.0407,1229.3981,4.5123,0.9473,-822.7363,0.1032,0.041,-9.8556
2026-03-20 16:44:47.068,81.0,0.0134,-18.0,-18.5121,0.0,0.384,26.71,26.6875,800.0555,1229.2587,4.5874,0.9576,-832.893,0.0978,0.0524,-9.8388
2026-03-20 16:44:47.951,82.0,0.0132,-18.0,-18.4097,0.0,0.384,26.71,26.6875,800.0505,1229.3063,4.6409,0.9448,-843.0743,0.011,-0.0039,-9.8556
2026-03-20 16:44:48.921,83.0,0.0131,-18.0,-18.3277,0.0,0.384,26.72,26.6875,800.0267,1229.5291,4.7034,0.9427,-853.2313,0.0583,0.0069,-9.9125
2026-03-20 16:44:49.896,84.0,0.0133,-19.0,-18.4622,0.0,0.384,26.72,26.6875,800.055,1229.2643,4.8154,0.9402,-863.4117,0.1002,-0.0176,-9.8598
2026-03-20 16:44:51.031,85.0,0.0138,-20.0,-18.7697,0.0,0.384,26.71,26.6875,800.0472,1229.3374,4.9042,0.9398,-873.549,0.1703,-0.0296,-9.8035
2026-03-20 16:44:52.055,86.0,0.0142,-20.0,-19.0158,0.0,0.384,26.72,26.75,800.0251,1229.5449,4.9849,0.9481,-883.7285,0.0667,0.0805,-9.7742
2026-03-20 16:44:53.216,87.0,0.0138,-18.0,-18.8126,0.0,0.384,26.72,26.6875,800.045,1229.3578,5.0604,0.9434,-893.8958,0.0894,-0.0374,-9.7089
2026-03-20 16:44:54.178,88.0,0.0139,-19.0,-18.8501,0.0,0.384,26.72,26.6875,800.0332,1229.4684,5.1342,0.9453,-904.0481,-0.0405,0.0512,-9.8795
2026-03-20 16:44:55.140,89.0,0.0143,-20.0,-19.0801,0.0,0.384,26.72,26.75,800.0128,1229.6599,5.1967,0.9612,-914.2599,0.1122,0.0494,-9.6299
2026-03-20 16:44:56.142,90.0,0.0139,-18.0,-18.8641,0.0,0.384,26.73,26.6875,800.0475,1229.3346,4.9349,1.0759,-924.7424,-0.0644,-0.1158,-9.9975
2026-03-20 16:44:57.110,91.0,0.0139,-19.0,-18.8913,0.0,0.384,26.73,26.75,800.049,1229.3204,5.0426,1.1008,-934.891,0.1008,0.0135,-9.8328
2026-03-20 16:44:58.263,92.0,0.0137,-18.0,-18.713,0.0,0.384,26.73,26.75,800.0556,1229.2581,5.1025,1.1114,-945.039,0.0954,-0.0614,-9.755
2026-03-20 16:44:59.213,93.0,0.0134,-18.0,-18.5704,0.0,0.384,26.73,26.75,800.0411,1229.3947,5.1925,1.1113,-955.1691,0.1134,0.0374,-9.7382
2026-03-20 16:45:00.234,94.0,0.013,-17.0,-18.2563,0.0,0.384,26.74,26.75,800.0403,1229.4021,5.5708,1.1956,-965.3394,0.2092,-0.02,-9.8137
2026-03-20 16:45:01.489,95.0,0.0129,-18.0,-18.2051,0.0,0.384,26.73,26.75,800.0237,1229.5574,5.6766,1.2209,-975.4664,-0.0201,0.0111,-9.8999
2026-03-20 16:45:02.395,96.0,0.0131,-19.0,-18.364,0.0,0.384,26.72,26.625,800.0128,1229.6599,5.8155,1.2183,-985.6277,0.1619,-0.0667,-9.855
2026-03-20 16:45:03.330,97.0,0.0133,-19.0,-18.4912,0.0,0.384,26.73,26.75,800.0272,1229.525,5.9187,1.2144,-995.7663,0.1457,-0.0182,-9.8298
2026-03-20 16:45:04.499,98.0,0.0132,-18.0,-18.393,0.0,0.384,26.73,26.6875,800.0492,1229.3187,6.0039,1.2045,-1005.9207,0.1038,0.0141,-9.8113
2026-03-20 16:45:05.515,99.0,0.0134,-19.0,-18.5144,0.0,0.384,26.73,26.75,800.0255,1229.5415,6.1037,1.2117,-1016.071,0.0876,0.0464,-9.8466
2026-03-20 16:45:06.421,100.0,0.0135,-19.0,-18.6115,0.0,0.384,26.73,26.8125,800.0422,1229.3845,6.2126,1.2101,-1026.2257,0.1092,0.1093,-9.7855
2026-03-20 16:45:07.662,101.0,0.0136,-19.0,-18.6892,0.0,0.384,26.73,26.8125,800.0405,1229.3998,6.2956,1.2232,-1036.4012,-0.0561,0.0464,-9.8472
2026-03-20 16:45:08.540,102.0,0.0134,-18.0,-18.5514,0.0,0.384,26.73,26.75,800.0086,1229.6996,6.3798,1.2324,-1046.5684,0.117,0.0135,-9.8466
2026-03-20 16:45:09.608,103.0,0.0132,-18.0,-18.4411,0.0,0.384,26.74,26.75,800.0532,1229.2808,6.4413,1.2356,-1056.7179,0.0865,-0.041,-9.7909
2026-03-20 16:45:10.796,104.0,0.0134,-19.0,-18.5529,0.0,0.384,26.74,26.75,800.0213,1229.58,6.511,1.2317,-1066.8853,0.1296,0.053,-9.7766
2026-03-20 16:45:11.835,105.0,0.0132,-18.0,-18.4423,0.0,0.384,26.73,26.6875,800.0288,1229.5098,6.6001,1.2369,-1077.0409,0.0601,-0.0105,-9.9125
2026-03-20 16:45:12.773,106.0,0.0134,-19.0,-18.5538,0.0,0.384,26.74,26.8125,800.033,1229.4701,6.6822,1.2496,-1087.1976,0.0427,-0.0266,-9.855
2026-03-20 16:45:13.725,107.0,0.0136,-19.0,-18.6431,0.0,0.384,26.74,26.8125,800.0348,1229.4536,6.7688,1.2396,-1097.3672,0.0314,0.0309,-9.8933
2026-03-20 16:45:14.699,108.0,0.0134,-18.0,-18.5145,0.0,0.384,26.74,26.8125,800.0614,1229.2037,6.8441,1.2483,-1107.5173,0.108,0.0602,-9.8969
2026-03-20 16:45:15.917,109.0,0.0132,-18.0,-18.4116,0.0,0.384,26.75,26.8125,800.0477,1229.3329,6.93,1.2412,-1117.6638,0.0457,0.0141,-9.8029
2026-03-20 16:45:16.909,110.0,0.0128,-17.0,-18.1293,0.0,0.384,26.75,26.75,800.0342,1229.4587,7.0123,1.2408,-1127.8435,0.0326,0.0674,-9.8382
2026-03-20 16:45:17.822,111.0,0.0127,-18.0,-18.1034,0.0,0.384,26.74,26.8125,800.0261,1229.5353,7.105,1.2436,-1138.0121,0.226,0.0021,-9.8227
2026-03-20 16:45:18.828,112.0,0.0127,-18.0,-18.0827,0.0,0.384,26.75,26.75,800.0392,1229.4117,7.1831,1.2419,-1148.1749,0.0924,-0.0266,-9.8173
2026-03-20 16:45:19.999,113.0,0.013,-19.0,-18.2662,0.0,0.384,26.75,26.875,800.0292,1229.5057,7.256,1.2531,-1158.3578,0.0014,-0.0242,-10.1256
2026-03-20 16:45:20.935,114.0,0.0135,-20.0,-18.6129,0.0,0.384,26.74,26.75,800.0396,1229.4088,7.3187,1.2535,-1168.4775,0.0799,0.0614,-9.7742
2026-03-20 16:45:22.115,115.0,0.0149,-23.0,-19.4904,0.0,0.384,26.75,26.8125,800.0508,1229.3035,7.4078,1.2482,-1178.646,0.0996,-0.0188,-9.7927
2026-03-20 16:45:22.930,116.0,0.0174,-26.0,-20.7923,0.0,0.384,26.75,26.8125,800.0477,1229.3329,7.5034,1.2428,-1188.7826,0.1649,0.0811,-9.5197
2026-03-20 16:45:24.229,117.0,0.0196,-26.0,-21.8338,0.0,0.384,26.75,26.8125,800.0292,1229.5057,7.5606,1.2115,-1198.9602,0.1092,-0.044,-9.9215
2026-03-20 16:45:25.246,118.0,0.0206,-24.0,-22.2671,0.0,0.384,26.75,26.8125,800.0073,1229.7115,7.6504,1.1942,-1209.1404,0.0888,-0.0278,-9.828
2026-03-20 16:45:26.304,119.0,0.0214,-24.0,-22.6136,0.0,0.384,26.75,26.8125,800.0356,1229.4457,7.7615,1.198,-1219.2756,0.0499,0.0686,-9.8077
2026-03-20 16:45:27.152,120.0,0.0231,-26.0,-23.2909,0.0,0.384,26.75,26.75,800.0239,1229.5557,7.8349,1.1949,-1229.3838,0.1122,-0.0182,-9.7592
2026-03-20 16:45:28.352,121.0,0.0241,-25.0,-23.6327,0.0,0.384,26.75,26.8125,800.034,1229.4609,7.9245,1.2127,-1239.5334,0.0829,0.0165,-9.846
2026-03-20 16:45:29.166,122.0,0.0243,-24.0,-23.7062,0.0,0.384,26.75,26.75,800.0356,1229.4457,8.038,1.2,-1249.6758,0.1164,-0.0266,-9.8358
2026-03-20 16:45:30.486,123.0,0.025,-25.0,-23.965,0.0,0.384,26.75,26.875,800.0625,1229.1935,8.1372,1.1967,-1259.8378,0.1451,-0.0524,-9.8023
2026-03-20 16:45:31.339,124.0,0.0256,-25.0,-24.172,0.0,0.384,26.75,26.8125,800.0438,1229.3691,8.2466,1.2031,-1270.0037,0.09,0.0548,-9.8466
2026-03-20 16:45:32.582,125.0,0.0261,-25.0,-24.3376,0.0,0.384,26.75,26.875,800.0219,1229.575,8.3322,1.1926,-1280.1792,0.1242,-0.0344,-9.8113
2026-03-20 16:45:33.522,126.0,0.0265,-25.0,-24.4701,0.0,0.384,26.75,26.875,800.0455,1229.3533,8.4231,1.1897,-1290.3149,0.1068,-0.0266,-9.767
2026-03-20 16:45:34.504,127.0,0.0262,-24.0,-24.376,0.0,0.384,26.76,26.8125,800.0497,1229.3136,8.5145,1.1913,-1300.42,0.0553,0.0201,-9.7257
2026-03-20 16:45:35.702,128.0,0.026,-24.0,-24.3008,0.0,0.384,26.76,26.875,800.031,1229.4894,8.5771,1.1927,-1310.6012,0.0948,-0.0212,-9.8975
2026-03-20 16:45:36.536,129.0,0.0264,-25.0,-24.4407,0.0,0.384,26.76,26.875,800.0293,1229.5052,8.6635,1.1768,-1320.7733,0.1421,-0.0021,-9.7915
2026-03-20 16:45:37.455,130.0,0.028,-27.0,-24.9525,0.0,0.384,26.76,26.8125,800.0245,1229.5499,8.7476,1.1683,-1330.901,0.1296,-0.0063,-9.8406
2026-03-20 16:45:38.578,131.0,0.0287,-26.0,-25.162,0.0,0.384,26.76,26.9375,800.0511,1229.3,8.8621,1.1593,-1341.0208,0.1236,-0.0147,-9.9149
2026-03-20 16:45:39.622,132.0,0.0286,-25.0,-25.1296,0.0,0.384,26.76,26.875,800.0447,1229.3607,8.9505,1.1612,-1351.1796,0.1445,0.062,-9.7592
2026-03-20 16:45:40.617,133.0,0.0292,-26.0,-25.3037,0.0,0.384,26.77,26.8125,800.0442,1229.3652,9.0299,1.1813,-1361.3511,0.002,-0.0596,-10.0927
2026-03-20 16:45:41.619,134.0,0.0297,-26.0,-25.443,0.0,0.384,26.76,26.8125,800.0411,1229.3947,9.1352,1.1877,-1371.5111,0.1421,0.0177,-9.8352
2026-03-20 16:45:42.693,135.0,0.03,-26.0,-25.5544,0.0,0.384,26.76,26.875,800.0385,1229.4185,9.2338,1.1879,-1381.6769,0.0481,-0.0039,-9.7724
2026-03-20 16:45:43.745,136.0,0.0318,-28.0,-26.0435,0.0,0.384,26.76,26.9375,800.0145,1229.6447,9.3243,1.1804,-1391.9784,0.1008,0.0398,-9.8418
2026-03-20 16:45:44.868,137.0,0.0317,-26.0,-26.0348,0.0,0.384,26.76,26.75,799.9949,1229.8282,9.4122,1.1831,-1402.1437,0.0984,-0.0476,-9.8394
2026-03-20 16:45:45.677,138.0,0.0317,-26.0,-26.0278,0.0,0.384,26.75,26.875,799.9951,1229.8265,9.5129,1.1729,-1412.2982,0.132,-0.0111,-9.8227
2026-03-20 16:45:46.725,139.0,0.0317,-26.0,-26.0223,0.0,0.384,26.76,26.875,800.0301,1229.4978,9.6188,1.1646,-1422.453,0.1326,0.0135,-9.8334
2026-03-20 16:45:47.876,140.0,0.0317,-26.0,-26.0178,0.0,0.384,26.75,26.875,800.0153,1229.6367,9.7358,1.1578,-1432.5757,0.0924,0.0117,-9.8346
2026-03-20 16:45:48.903,141.0,0.0317,-26.0,-26.0143,0.0,0.384,26.76,26.75,799.9897,1229.8765,9.8273,1.1614,-1442.7216,0.0739,0.041,-9.7903
2026-03-20 16:45:50.069,142.0,0.0309,-25.0,-25.8114,0.0,0.384,26.75,26.875,800.0136,1229.6526,9.9224,1.1767,-1452.8809,0.108,-0.0147,-9.7269
2026-03-20 16:45:50.921,143.0,0.0304,-25.0,-25.6491,0.0,0.384,26.74,26.8125,800.0059,1229.7245,10.0202,1.1698,-1463.0503,0.0936,0.0009,-9.8191
2026-03-20 16:45:52.034,144.0,0.0313,-27.0,-25.9193,0.0,0.384,26.74,26.75,800.0286,1229.512,10.114,1.1646,-1473.1833,0.0356,-0.0188,-9.8574
2026-03-20 16:45:53.238,145.0,0.0314,-26.0,-25.9354,0.0,0.384,26.74,26.75,800.0131,1229.6571,10.2255,1.1651,-1483.3022,0.0763,0.0039,-9.8358
2026-03-20 16:45:54.013,146.0,0.0322,-27.0,-26.1484,0.0,0.384,26.74,26.8125,800.04,1229.4049,10.3097,1.186,-1493.4266,0.0853,-0.0206,-9.8059
2026-03-20 16:45:54.985,147.0,0.0328,-27.0,-26.3187,0.0,0.384,26.74,26.75,800.0081,1229.7041,10.4066,1.1734,-1503.5612,0.114,0.0021,-9.8137
2026-03-20 16:45:56.053,148.0,0.0333,-27.0,-26.4549,0.0,0.384,26.74,26.75,800.0283,1229.5149,10.4928,1.1761,-1513.7279,0.105,-0.0117,-9.8322
2026-03-20 16:45:57.095,149.0,0.0337,-27.0,-26.564,0.0,0.384,26.74,26.8125,800.0381,1229.4219,10.587,1.1686,-1523.9131,0.1254,0.0428,-9.8322
2026-03-20 16:45:58.203,150.0,0.0333,-26.0,-26.4512,0.0,0.384,26.74,26.75,800.0333,1229.4678,10.6942,1.1433,-1534.0236,0.0427,-0.056,-9.843
2026-03-20 16:45:59.262,151.0,0.0337,-27.0,-26.5609,0.0,0.384,26.74,26.75,800.0081,1229.7041,10.8062,1.1134,-1544.1584,0.1858,-0.4464,-10.2089
2026-03-20 16:46:00.277,152.0,0.0349,-28.0,-26.8487,0.0,0.384,26.74,26.75,800.0415,1229.3907,10.9115,1.0784,-1554.2742,0.1715,-0.0793,-9.7837
2026-03-20 16:46:01.297,153.0,0.0334,-25.0,-26.479,0.0,0.384,26.74,26.75,800.0499,1229.3119,11.018,1.075,-1564.4154,0.0332,-0.0015,-10.0214
2026-03-20 16:46:02.388,154.0,0.033,-26.0,-26.3832,0.0,0.384,26.73,26.75,800.0187,1229.6044,11.127,1.0769,-1574.5425,0.1044,-0.0039,-9.8292
2026-03-20 16:46:03.432,155.0,0.0328,-26.0,-26.3066,0.0,0.384,26.73,26.8125,800.0287,1229.5103,11.233,1.0211,-1584.7009,0.0284,-0.044,-10.1101
2026-03-20 16:46:04.399,156.0,0.0333,-27.0,-26.4452,0.0,0.384,26.73,26.75,800.0156,1229.6333,11.3309,0.9945,-1594.9104,0.1002,-0.0093,-9.8161
2026-03-20 16:46:05.517,157.0,0.0322,-25.0,-26.1562,0.0,0.384,26.73,26.75,799.9972,1229.8068,11.4401,0.9724,-1605.0137,0.1427,-0.0194,-9.8406
2026-03-20 16:46:06.368,158.0,0.0321,-26.0,-26.125,0.0,0.384,26.73,26.75,800.0019,1229.7625,11.5191,0.9577,-1615.0784,0.1158,-0.023,-9.6352
2026-03-20 16:46:07.425,159.0,0.0313,-25.0,-25.9,0.0,0.384,26.73,26.75,799.9868,1229.9037,11.6191,0.9517,-1625.2521,0.0841,0.0614,-9.8472
2026-03-20 16:46:08.452,160.0,0.0306,-25.0,-25.72,0.0,0.384,26.73,26.6875,799.9974,1229.8044,11.6854,0.9533,-1635.4426,0.0817,0.0686,-9.7993
2026-03-20 16:46:09.463,161.0,0.0301,-25.0,-25.576,0.0,0.384,26.73,26.75,800.0257,1229.5392,11.7661,0.9338,-1645.5917,0.035,0.0117,-9.8736
2026-03-20 16:46:10.484,162.0,0.0304,-26.0,-25.6608,0.0,0.384,26.73,26.75,800.0053,1229.7302,11.8561,0.9313,-1655.7291,0.0811,-0.0464,-9.8101
2026-03-20 16:46:11.625,163.0,0.0293,-24.0,-25.3286,0.0,0.384,26.72,26.6875,800.0212,1229.5812,11.9553,0.91,-1665.8551,0.0966,-0.0494,-9.8101
2026-03-20 16:46:12.817,164.0,0.0259,-20.0,-24.2629,0.0,0.384,26.73,26.75,800.0123,1229.665,12.051,0.9015,-1675.9952,0.0942,-0.1033,-9.8262
2026-03-20 16:46:13.612,165.0,0.024,-21.0,-23.6103,0.0,0.384,26.73,26.75,799.9969,1229.8096,12.1436,0.8852,-1686.1544,0.1559,-0.0123,-9.7945
2026-03-20 16:46:14.721,166.0,0.0221,-20.0,-22.8883,0.0,0.384,26.73,26.75,800.007,1229.7144,12.2448,0.8831,-1696.3005,0.0918,0.041,-9.8688
2026-03-20 16:46:15.671,167.0,0.0212,-21.0,-22.5106,0.0,0.384,26.72,26.6875,800.0094,1229.6917,12.3253,0.8753,-1706.4198,0.0781,0.0099,-9.7634
2026-03-20 16:46:16.856,168.0,0.02,-20.0,-22.0085,0.0,0.384,26.72,26.6875,800.0248,1229.5471,12.4026,0.8582,-1716.5382,0.1092,-0.0248,-9.8448
